onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	switch	scene	2	16	-1	-1	OLD	3	NEW+	0	1.89
n/a	n/a	2	new	scene	0	0	0	1	NEW	3	NEW+	1	3.38
n/a	n/a	3	new	scene	0	0	0	1	NEW	3	NEW+	1	4.1
n/a	n/a	4	switch	scene	6	16	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	5	stay	scene	1	1	-1	-1	OLD	-3	OLD+	1	2.74
n/a	n/a	6	switch	scene	4	2	-1	-1	OLD	-3	OLD+	1	1.62
n/a	n/a	7	switch	scene	5	14	-1	-1	OLD	-3	OLD+	1	4.19
n/a	n/a	8	new	scene	0	0	0	1	NEW	3	NEW+	1	2.38
n/a	n/a	9	new	scene	0	0	0	1	NEW	2	new-	1	2.39
n/a	n/a	10	new	scene	0	0	0	1	NEW	-2	old-	0	3.17
n/a	n/a	11	new	scene	0	0	0	1	NEW	2	new-	1	2.23
n/a	n/a	12	new	scene	0	0	0	1	NEW	2	new-	1	4.45
n/a	n/a	13	new	scene	0	0	0	1	NEW	3	NEW+	1	4.19
n/a	n/a	14	new	scene	0	0	0	1	NEW	3	NEW+	1	2.92
n/a	n/a	15	switch	scene	3	16	1	-1	OLD	-3	OLD+	1	1.9
n/a	n/a	16	stay	scene	3	13	-1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	17	switch	scene	1	3	1	-1	OLD	-3	OLD+	1	1.32
n/a	n/a	18	new	scene	0	0	0	1	NEW	3	NEW+	1	4.38
n/a	n/a	19	new	scene	0	0	0	1	NEW	2	new-	1	3.07
n/a	n/a	20	new	scene	0	0	0	1	NEW	2	new-	1	3.26
n/a	n/a	21	switch	scene	1	17	-1	-1	OLD	-3	OLD+	1	2.02
n/a	n/a	22	switch	scene	2	14	1	-1	OLD	2	new-	0	2.53
n/a	n/a	23	new	scene	0	0	0	1	NEW	2	new-	1	2.29
n/a	n/a	24	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.96
n/a	n/a	25	switch	scene	4	15	1	-1	OLD	-3	OLD+	1	1.52
n/a	n/a	26	stay	scene	2	1	-1	-1	OLD	-3	OLD+	1	1.8
n/a	n/a	27	new	scene	0	0	0	1	NEW	2	new-	1	2.03
n/a	n/a	28	new	scene	0	0	0	1	NEW	2	new-	1	2
n/a	n/a	29	stay	scene	1	12	-1	-1	OLD	-3	OLD+	1	1.9
n/a	n/a	30	new	scene	0	0	0	1	NEW	2	new-	1	2.19
n/a	n/a	31	new	scene	0	0	0	1	NEW	2	new-	1	1.62
n/a	n/a	32	stay	scene	3	8	-1	-1	OLD	-3	OLD+	1	2.08
n/a	n/a	33	new	scene	0	0	0	1	NEW	2	new-	1	2.11
n/a	n/a	34	new	scene	0	0	0	1	NEW	2	new-	1	2.04
n/a	n/a	35	new	scene	0	0	0	1	NEW	2	new-	1	1.99
n/a	n/a	36	new	scene	0	0	0	1	NEW	2	new-	1	1.07
n/a	n/a	37	new	scene	0	0	0	1	NEW	2	new-	1	3.32
n/a	n/a	38	new	scene	0	0	0	1	NEW	3	NEW+	1	1.73
n/a	n/a	39	new	scene	0	0	0	1	NEW	3	NEW+	1	1.57
n/a	n/a	40	new	scene	0	0	0	1	NEW	3	NEW+	1	3.15
n/a	n/a	41	stay	scene	2	2	-1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	42	switch	scene	5	8	1	-1	OLD	-3	OLD+	1	1.26
n/a	n/a	43	stay	scene	2	8	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	44	switch	scene	1	9	-1	-1	OLD	-3	OLD+	1	1.18
n/a	n/a	45	switch	scene	3	2	1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	46	new	scene	0	0	0	1	NEW	3	NEW+	1	2.34
n/a	n/a	47	switch	scene	4	11	1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	48	switch	scene	4	8	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	49	stay	scene	1	16	-1	-1	OLD	3	NEW+	0	1.96
n/a	n/a	50	new	scene	0	0	0	1	NEW	3	NEW+	1	1.37
n/a	n/a	51	new	scene	0	0	0	1	NEW	3	NEW+	1	1.8
n/a	n/a	52	switch	scene	1	18	-1	-1	OLD	3	NEW+	0	1.85
n/a	n/a	53	new	scene	0	0	0	1	NEW	2	new-	1	2.47
n/a	n/a	54	new	scene	0	0	0	1	NEW	3	NEW+	1	2.88
n/a	n/a	55	stay	scene	5	1	-1	-1	OLD	-3	OLD+	1	1.45
n/a	n/a	56	new	scene	0	0	0	1	NEW	3	NEW+	1	2.78
n/a	n/a	57	switch	scene	2	15	-1	-1	OLD	-3	OLD+	1	2.48
n/a	n/a	58	stay	scene	5	3	-1	-1	OLD	-3	OLD+	1	1.21
n/a	n/a	59	stay	scene	2	9	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	60	new	scene	0	0	0	1	NEW	2	new-	1	1.5
n/a	n/a	61	stay	scene	2	7	-1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	62	switch	scene	3	6	-1	-1	OLD	3	NEW+	0	2.64
n/a	n/a	63	stay	scene	4	13	-1	-1	OLD	-3	OLD+	1	2.14
n/a	n/a	64	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.41
n/a	n/a	65	switch	scene	5	7	1	-1	OLD	3	NEW+	0	2.03
n/a	n/a	66	switch	scene	3	12	-1	-1	OLD	3	NEW+	0	1.92
n/a	n/a	67	switch	scene	6	3	1	-1	OLD	-3	OLD+	1	0.98
n/a	n/a	68	new	scene	0	0	0	1	NEW	2	new-	1	1.98
n/a	n/a	69	switch	scene	4	5	-1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	70	stay	scene	6	17	-1	-1	OLD	-3	OLD+	1	1.29
n/a	n/a	71	new	scene	0	0	0	1	NEW	2	new-	1	2.52
n/a	n/a	72	stay	scene	6	18	-1	-1	OLD	-3	OLD+	1	1.98
n/a	n/a	73	stay	scene	2	17	-1	-1	OLD	-3	OLD+	1	0.88
