filename	acq_time
func/sub-20_task-phase1_run-01_bold.nii.gz	08:55:33.352500
func/sub-20_task-phase1_run-02_bold.nii.gz	09:01:40.357500
func/sub-20_task-phase1_run-03_bold.nii.gz	09:07:56.440000
func/sub-20_task-phase1_run-04_bold.nii.gz	09:14:2.672500
func/sub-20_task-phase2_run-01_bold.nii.gz	09:20:53.862500
func/sub-20_task-phase2_run-02_bold.nii.gz	09:28:27.842500
func/sub-20_task-phase2_run-03_bold.nii.gz	09:36:1.600000
func/sub-20_task-phase2_run-04_bold.nii.gz	09:43:38.725000
func/sub-20_task-phase2_run-05_bold.nii.gz	09:51:14.307500
func/sub-20_task-phase2_run-06_bold.nii.gz	09:58:58.142500
anat/sub-20_T1w.nii.gz	10:09:25.077500
